1,1,0.0055248618784530384,ExampleAgent@48,(Offer  bid:Bid[Brand: Dell(0), HardDisk: 256GB(0), Monitor: 17(0)])
51,4,0.281767955801105,RandomParty2@51,(Offer  bid:Bid[Brand: Dell(0), HardDisk: 256GB(0), Monitor: 15(0)])
52,1,0.287292817679558,ExampleAgent@48,(Offer  bid:Bid[Brand: Dell(0), HardDisk: 256GB(0), Monitor: 17(0)])
52,2,0.287292817679558,Atlas@49,(Accept  bid:Bid[Brand: Dell(0), HardDisk: 256GB(0), Monitor: 17(0)])
52,3,0.287292817679558,RandomParty@50,(Offer  bid:Bid[Brand: Dell(0), HardDisk: 256GB(0), Monitor: 15(0)])
52,4,0.287292817679558,RandomParty2@51,(Offer  bid:Bid[Brand: Dell(0), HardDisk: 512GB(0), Monitor: 17(0)])
53,1,0.292817679558011,ExampleAgent@48,(Offer  bid:Bid[Brand: Dell(0), HardDisk: 256GB(0), Monitor: 17(0)])
53,2,0.292817679558011,Atlas@49,(Accept  bid:Bid[Brand: Dell(0), HardDisk: 256GB(0), Monitor: 17(0)])
53,3,0.292817679558011,RandomParty@50,(Offer  bid:Bid[Brand: Dell(0), HardDisk: 1TB(0), Monitor: 15(0)])
53,4,0.292817679558011,RandomParty2@51,(Offer  bid:Bid[Brand: Dell(0), HardDisk: 512GB(0), Monitor: 15(0)])
54,1,0.2983425414364641,ExampleAgent@48,(Offer  bid:Bid[Brand: Dell(0), HardDisk: 256GB(0), Monitor: 17(0)])
54,2,0.2983425414364641,Atlas@49,(Accept  bid:Bid[Brand: Dell(0), HardDisk: 256GB(0), Monitor: 17(0)])
54,3,0.2983425414364641,RandomParty@50,(Offer  bid:Bid[Brand: Apple(0), HardDisk: 256GB(0), Monitor: 15(0)])
54,4,0.2983425414364641,RandomParty2@51,(Offer  bid:Bid[Brand: Apple(0), HardDisk: 512GB(0), Monitor: 17(0)])
55,1,0.30386740331491713,ExampleAgent@48,(Offer  bid:Bid[Brand: Dell(0), HardDisk: 256GB(0), Monitor: 17(0)])
55,2,0.30386740331491713,Atlas@49,(Accept  bid:Bid[Brand: Dell(0), HardDisk: 256GB(0), Monitor: 17(0)])
55,3,0.30386740331491713,RandomParty@50,(Offer  bid:Bid[Brand: Apple(0), HardDisk: 1TB(0), Monitor: 15(0)])
55,4,0.30386740331491713,RandomParty2@51,(Offer  bid:Bid[Brand: Dell(0), HardDisk: 1TB(0), Monitor: 13(0)])
56,1,0.30939226519337015,ExampleAgent@48,(Offer  bid:Bid[Brand: Dell(0), HardDisk: 256GB(0), Monitor: 17(0)])
56,2,0.30939226519337015,Atlas@49,(Accept  bid:Bid[Brand: Dell(0), HardDisk: 256GB(0), Monitor: 17(0)])
56,3,0.30939226519337015,RandomParty@50,(Offer  bid:Bid[Brand: Apple(0), HardDisk: 256GB(0), Monitor: 13(0)])
56,4,0.30939226519337015,RandomParty2@51,(Offer  bid:Bid[Brand: HP(0), HardDisk: 512GB(0), Monitor: 15(0)])
57,1,0.3149171270718232,ExampleAgent@48,(Offer  bid:Bid[Brand: Dell(0), HardDisk: 256GB(0), Monitor: 17(0)])
57,2,0.3149171270718232,Atlas@49,(Accept  bid:Bid[Brand: Dell(0), HardDisk: 256GB(0), Monitor: 17(0)])
57,3,0.3149171270718232,RandomParty@50,(Offer  bid:Bid[Brand: HP(0), HardDisk: 512GB(0), Monitor: 15(0)])
57,4,0.3149171270718232,RandomParty2@51,(Offer  bid:Bid[Brand: Apple(0), HardDisk: 1TB(0), Monitor: 17(0)])
58,1,0.32044198895027626,ExampleAgent@48,(Offer  bid:Bid[Brand: Dell(0), HardDisk: 256GB(0), Monitor: 17(0)])
58,2,0.32044198895027626,Atlas@49,(Accept  bid:Bid[Brand: Dell(0), HardDisk: 256GB(0), Monitor: 17(0)])
58,3,0.32044198895027626,RandomParty@50,(Offer  bid:Bid[Brand: Dell(0), HardDisk: 1TB(0), Monitor: 17(0)])
58,4,0.32044198895027626,RandomParty2@51,(Offer  bid:Bid[Brand: Apple(0), HardDisk: 256GB(0), Monitor: 17(0)])
59,1,0.3259668508287293,ExampleAgent@48,(Offer  bid:Bid[Brand: Dell(0), HardDisk: 256GB(0), Monitor: 17(0)])
59,2,0.3259668508287293,Atlas@49,(Accept  bid:Bid[Brand: Dell(0), HardDisk: 256GB(0), Monitor: 17(0)])
59,3,0.3259668508287293,RandomParty@50,(Offer  bid:Bid[Brand: Apple(0), HardDisk: 256GB(0), Monitor: 17(0)])
59,4,0.3259668508287293,RandomParty2@51,(Offer  bid:Bid[Brand: Dell(0), HardDisk: 1TB(0), Monitor: 13(0)])
60,1,0.3314917127071823,ExampleAgent@48,(Offer  bid:Bid[Brand: Dell(0), HardDisk: 256GB(0), Monitor: 17(0)])
60,2,0.3314917127071823,Atlas@49,(Accept  bid:Bid[Brand: Dell(0), HardDisk: 256GB(0), Monitor: 17(0)])
60,3,0.3314917127071823,RandomParty@50,(Offer  bid:Bid[Brand: Apple(0), HardDisk: 512GB(0), Monitor: 13(0)])
60,4,0.3314917127071823,RandomParty2@51,(Offer  bid:Bid[Brand: Apple(0), HardDisk: 1TB(0), Monitor: 15(0)])
61,1,0.3370165745856354,ExampleAgent@48,(Offer  bid:Bid[Brand: Dell(0), HardDisk: 256GB(0), Monitor: 17(0)])
61,2,0.3370165745856354,Atlas@49,(Accept  bid:Bid[Brand: Dell(0), HardDisk: 256GB(0), Monitor: 17(0)])
61,3,0.3370165745856354,RandomParty@50,(Offer  bid:Bid[Brand: Dell(0), HardDisk: 512GB(0), Monitor: 17(0)])
61,4,0.3370165745856354,RandomParty2@51,(Offer  bid:Bid[Brand: Dell(0), HardDisk: 1TB(0), Monitor: 13(0)])
62,1,0.3425414364640884,ExampleAgent@48,(Offer  bid:Bid[Brand: Dell(0), HardDisk: 256GB(0), Monitor: 17(0)])
62,2,0.3425414364640884,Atlas@49,(Accept  bid:Bid[Brand: Dell(0), HardDisk: 256GB(0), Monitor: 17(0)])
62,3,0.3425414364640884,RandomParty@50,(Offer  bid:Bid[Brand: Apple(0), HardDisk: 256GB(0), Monitor: 15(0)])
62,4,0.3425414364640884,RandomParty2@51,(Offer  bid:Bid[Brand: Apple(0), HardDisk: 256GB(0), Monitor: 13(0)])
63,1,0.34806629834254144,ExampleAgent@48,(Offer  bid:Bid[Brand: Dell(0), HardDisk: 256GB(0), Monitor: 17(0)])
63,2,0.34806629834254144,Atlas@49,(Accept  bid:Bid[Brand: Dell(0), HardDisk: 256GB(0), Monitor: 17(0)])
63,3,0.34806629834254144,RandomParty@50,(Offer  bid:Bid[Brand: HP(0), HardDisk: 512GB(0), Monitor: 13(0)])
63,4,0.34806629834254144,RandomParty2@51,(Offer  bid:Bid[Brand: HP(0), HardDisk: 1TB(0), Monitor: 17(0)])
64,1,0.35359116022099446,ExampleAgent@48,(Offer  bid:Bid[Brand: Dell(0), HardDisk: 256GB(0), Monitor: 17(0)])
64,2,0.35359116022099446,Atlas@49,(Accept  bid:Bid[Brand: Dell(0), HardDisk: 256GB(0), Monitor: 17(0)])
64,3,0.35359116022099446,RandomParty@50,(Offer  bid:Bid[Brand: HP(0), HardDisk: 512GB(0), Monitor: 15(0)])
64,4,0.35359116022099446,RandomParty2@51,(Offer  bid:Bid[Brand: Dell(0), HardDisk: 512GB(0), Monitor: 15(0)])
65,1,0.35911602209944754,ExampleAgent@48,(Offer  bid:Bid[Brand: Dell(0), HardDisk: 256GB(0), Monitor: 17(0)])
65,2,0.35911602209944754,Atlas@49,(Accept  bid:Bid[Brand: Dell(0), HardDisk: 256GB(0), Monitor: 17(0)])
65,3,0.35911602209944754,RandomParty@50,(Offer  bid:Bid[Brand: HP(0), HardDisk: 256GB(0), Monitor: 17(0)])
65,4,0.35911602209944754,RandomParty2@51,(Offer  bid:Bid[Brand: Apple(0), HardDisk: 512GB(0), Monitor: 13(0)])
66,1,0.36464088397790057,ExampleAgent@48,(Offer  bid:Bid[Brand: Dell(0), HardDisk: 256GB(0), Monitor: 17(0)])
66,2,0.36464088397790057,Atlas@49,(Accept  bid:Bid[Brand: Dell(0), HardDisk: 256GB(0), Monitor: 17(0)])
66,3,0.36464088397790057,RandomParty@50,(Offer  bid:Bid[Brand: Apple(0), HardDisk: 512GB(0), Monitor: 17(0)])
66,4,0.36464088397790057,RandomParty2@51,(Offer  bid:Bid[Brand: Dell(0), HardDisk: 512GB(0), Monitor: 15(0)])
67,1,0.3701657458563536,ExampleAgent@48,(Offer  bid:Bid[Brand: Dell(0), HardDisk: 256GB(0), Monitor: 17(0)])
67,2,0.3701657458563536,Atlas@49,(Accept  bid:Bid[Brand: Dell(0), HardDisk: 256GB(0), Monitor: 17(0)])
67,3,0.3701657458563536,RandomParty@50,(Offer  bid:Bid[Brand: Apple(0), HardDisk: 256GB(0), Monitor: 17(0)])
67,4,0.3701657458563536,RandomParty2@51,(Offer  bid:Bid[Brand: HP(0), HardDisk: 1TB(0), Monitor: 15(0)])
68,1,0.3756906077348066,ExampleAgent@48,(Offer  bid:Bid[Brand: Dell(0), HardDisk: 256GB(0), Monitor: 17(0)])
68,2,0.3756906077348066,Atlas@49,(Accept  bid:Bid[Brand: Dell(0), HardDisk: 256GB(0), Monitor: 17(0)])
68,3,0.3756906077348066,RandomParty@50,(Offer  bid:Bid[Brand: HP(0), HardDisk: 256GB(0), Monitor: 17(0)])
68,4,0.3756906077348066,RandomParty2@51,(Offer  bid:Bid[Brand: Apple(0), HardDisk: 512GB(0), Monitor: 13(0)])
69,1,0.3812154696132597,ExampleAgent@48,(Offer  bid:Bid[Brand: Dell(0), HardDisk: 256GB(0), Monitor: 17(0)])
69,2,0.3812154696132597,Atlas@49,(Accept  bid:Bid[Brand: Dell(0), HardDisk: 256GB(0), Monitor: 17(0)])
69,3,0.3812154696132597,RandomParty@50,(Offer  bid:Bid[Brand: Apple(0), HardDisk: 1TB(0), Monitor: 13(0)])
69,4,0.3812154696132597,RandomParty2@51,(Offer  bid:Bid[Brand: HP(0), HardDisk: 256GB(0), Monitor: 15(0)])
70,1,0.3867403314917127,ExampleAgent@48,(Offer  bid:Bid[Brand: Dell(0), HardDisk: 256GB(0), Monitor: 17(0)])
70,2,0.3867403314917127,Atlas@49,(Accept  bid:Bid[Brand: Dell(0), HardDisk: 256GB(0), Monitor: 17(0)])
70,3,0.3867403314917127,RandomParty@50,(Offer  bid:Bid[Brand: Apple(0), HardDisk: 512GB(0), Monitor: 17(0)])
70,4,0.3867403314917127,RandomParty2@51,(Offer  bid:Bid[Brand: Apple(0), HardDisk: 256GB(0), Monitor: 15(0)])
71,1,0.39226519337016574,ExampleAgent@48,(Offer  bid:Bid[Brand: Dell(0), HardDisk: 256GB(0), Monitor: 17(0)])
71,2,0.39226519337016574,Atlas@49,(Accept  bid:Bid[Brand: Dell(0), HardDisk: 256GB(0), Monitor: 17(0)])
71,3,0.39226519337016574,RandomParty@50,(Offer  bid:Bid[Brand: Apple(0), HardDisk: 512GB(0), Monitor: 15(0)])
71,4,0.39226519337016574,RandomParty2@51,(Offer  bid:Bid[Brand: HP(0), HardDisk: 512GB(0), Monitor: 15(0)])
72,1,0.39779005524861877,ExampleAgent@48,(Offer  bid:Bid[Brand: Dell(0), HardDisk: 256GB(0), Monitor: 17(0)])
72,2,0.39779005524861877,Atlas@49,(Accept  bid:Bid[Brand: Dell(0), HardDisk: 256GB(0), Monitor: 17(0)])
72,3,0.39779005524861877,RandomParty@50,(Offer  bid:Bid[Brand: Dell(0), HardDisk: 256GB(0), Monitor: 15(0)])
72,4,0.39779005524861877,RandomParty2@51,(Offer  bid:Bid[Brand: HP(0), HardDisk: 1TB(0), Monitor: 13(0)])
73,1,0.40331491712707185,ExampleAgent@48,(Offer  bid:Bid[Brand: Dell(0), HardDisk: 256GB(0), Monitor: 17(0)])
73,2,0.40331491712707185,Atlas@49,(Accept  bid:Bid[Brand: Dell(0), HardDisk: 256GB(0), Monitor: 17(0)])
73,3,0.40331491712707185,RandomParty@50,(Offer  bid:Bid[Brand: Apple(0), HardDisk: 1TB(0), Monitor: 15(0)])
73,4,0.40331491712707185,RandomParty2@51,(Offer  bid:Bid[Brand: Dell(0), HardDisk: 512GB(0), Monitor: 13(0)])
74,1,0.4088397790055249,ExampleAgent@48,(Offer  bid:Bid[Brand: Dell(0), HardDisk: 256GB(0), Monitor: 17(0)])
74,2,0.4088397790055249,Atlas@49,(Accept  bid:Bid[Brand: Dell(0), HardDisk: 256GB(0), Monitor: 17(0)])
74,3,0.4088397790055249,RandomParty@50,(Offer  bid:Bid[Brand: Dell(0), HardDisk: 1TB(0), Monitor: 17(0)])
74,4,0.4088397790055249,RandomParty2@51,(Offer  bid:Bid[Brand: Dell(0), HardDisk: 512GB(0), Monitor: 13(0)])
75,1,0.4143646408839779,ExampleAgent@48,(Offer  bid:Bid[Brand: Dell(0), HardDisk: 256GB(0), Monitor: 17(0)])
75,2,0.4143646408839779,Atlas@49,(Accept  bid:Bid[Brand: Dell(0), HardDisk: 256GB(0), Monitor: 17(0)])
75,3,0.4143646408839779,RandomParty@50,(Offer  bid:Bid[Brand: Apple(0), HardDisk: 256GB(0), Monitor: 13(0)])
75,4,0.4143646408839779,RandomParty2@51,(Offer  bid:Bid[Brand: Apple(0), HardDisk: 512GB(0), Monitor: 13(0)])
76,1,0.4198895027624309,ExampleAgent@48,(Offer  bid:Bid[Brand: Dell(0), HardDisk: 256GB(0), Monitor: 17(0)])
76,2,0.4198895027624309,Atlas@49,(Accept  bid:Bid[Brand: Dell(0), HardDisk: 256GB(0), Monitor: 17(0)])
76,3,0.4198895027624309,RandomParty@50,(Offer  bid:Bid[Brand: HP(0), HardDisk: 256GB(0), Monitor: 13(0)])
76,4,0.4198895027624309,RandomParty2@51,(Offer  bid:Bid[Brand: Apple(0), HardDisk: 512GB(0), Monitor: 15(0)])
77,1,0.425414364640884,ExampleAgent@48,(Offer  bid:Bid[Brand: Dell(0), HardDisk: 256GB(0), Monitor: 17(0)])
77,2,0.425414364640884,Atlas@49,(Accept  bid:Bid[Brand: Dell(0), HardDisk: 256GB(0), Monitor: 17(0)])
77,3,0.425414364640884,RandomParty@50,(Offer  bid:Bid[Brand: Dell(0), HardDisk: 1TB(0), Monitor: 13(0)])
77,4,0.425414364640884,RandomParty2@51,(Offer  bid:Bid[Brand: Dell(0), HardDisk: 1TB(0), Monitor: 15(0)])
78,1,0.430939226519337,ExampleAgent@48,(Offer  bid:Bid[Brand: Dell(0), HardDisk: 256GB(0), Monitor: 17(0)])
78,2,0.430939226519337,Atlas@49,(Accept  bid:Bid[Brand: Dell(0), HardDisk: 256GB(0), Monitor: 17(0)])
78,3,0.430939226519337,RandomParty@50,(Offer  bid:Bid[Brand: Apple(0), HardDisk: 256GB(0), Monitor: 15(0)])
78,4,0.430939226519337,RandomParty2@51,(Offer  bid:Bid[Brand: HP(0), HardDisk: 256GB(0), Monitor: 15(0)])
79,1,0.43646408839779005,ExampleAgent@48,(Offer  bid:Bid[Brand: Dell(0), HardDisk: 256GB(0), Monitor: 17(0)])
79,2,0.43646408839779005,Atlas@49,(Accept  bid:Bid[Brand: Dell(0), HardDisk: 256GB(0), Monitor: 17(0)])
79,3,0.43646408839779005,RandomParty@50,(Offer  bid:Bid[Brand: HP(0), HardDisk: 512GB(0), Monitor: 17(0)])
79,4,0.43646408839779005,RandomParty2@51,(Offer  bid:Bid[Brand: HP(0), HardDisk: 256GB(0), Monitor: 15(0)])
80,1,0.4419889502762431,ExampleAgent@48,(Offer  bid:Bid[Brand: Dell(0), HardDisk: 256GB(0), Monitor: 17(0)])
80,2,0.4419889502762431,Atlas@49,(Accept  bid:Bid[Brand: Dell(0), HardDisk: 256GB(0), Monitor: 17(0)])
80,3,0.4419889502762431,RandomParty@50,(Offer  bid:Bid[Brand: Dell(0), HardDisk: 256GB(0), Monitor: 17(0)])
80,4,0.4419889502762431,RandomParty2@51,(Offer  bid:Bid[Brand: Dell(0), HardDisk: 1TB(0), Monitor: 17(0)])
81,1,0.44751381215469616,ExampleAgent@48,(Offer  bid:Bid[Brand: Dell(0), HardDisk: 256GB(0), Monitor: 17(0)])
81,2,0.44751381215469616,Atlas@49,(Accept  bid:Bid[Brand: Dell(0), HardDisk: 256GB(0), Monitor: 17(0)])
81,3,0.44751381215469616,RandomParty@50,(Offer  bid:Bid[Brand: Apple(0), HardDisk: 1TB(0), Monitor: 15(0)])
81,4,0.44751381215469616,RandomParty2@51,(Offer  bid:Bid[Brand: Apple(0), HardDisk: 1TB(0), Monitor: 13(0)])
82,1,0.4530386740331492,ExampleAgent@48,(Offer  bid:Bid[Brand: Dell(0), HardDisk: 256GB(0), Monitor: 17(0)])
82,2,0.4530386740331492,Atlas@49,(Accept  bid:Bid[Brand: Dell(0), HardDisk: 256GB(0), Monitor: 17(0)])
82,3,0.4530386740331492,RandomParty@50,(Offer  bid:Bid[Brand: Apple(0), HardDisk: 256GB(0), Monitor: 15(0)])
82,4,0.4530386740331492,RandomParty2@51,(Offer  bid:Bid[Brand: Dell(0), HardDisk: 256GB(0), Monitor: 17(0)])
83,1,0.4585635359116022,ExampleAgent@48,(Offer  bid:Bid[Brand: Dell(0), HardDisk: 256GB(0), Monitor: 17(0)])
83,2,0.4585635359116022,Atlas@49,(Accept  bid:Bid[Brand: Dell(0), HardDisk: 256GB(0), Monitor: 17(0)])
83,3,0.4585635359116022,RandomParty@50,(Offer  bid:Bid[Brand: HP(0), HardDisk: 1TB(0), Monitor: 17(0)])
83,4,0.4585635359116022,RandomParty2@51,(Offer  bid:Bid[Brand: HP(0), HardDisk: 512GB(0), Monitor: 13(0)])
84,1,0.46408839779005523,ExampleAgent@48,(Offer  bid:Bid[Brand: Dell(0), HardDisk: 256GB(0), Monitor: 17(0)])
84,2,0.46408839779005523,Atlas@49,(Accept  bid:Bid[Brand: Dell(0), HardDisk: 256GB(0), Monitor: 17(0)])
84,3,0.46408839779005523,RandomParty@50,(Offer  bid:Bid[Brand: Dell(0), HardDisk: 1TB(0), Monitor: 15(0)])
84,4,0.46408839779005523,RandomParty2@51,(Offer  bid:Bid[Brand: Apple(0), HardDisk: 512GB(0), Monitor: 13(0)])
85,1,0.4696132596685083,ExampleAgent@48,(Offer  bid:Bid[Brand: Dell(0), HardDisk: 256GB(0), Monitor: 17(0)])
85,2,0.4696132596685083,Atlas@49,(Accept  bid:Bid[Brand: Dell(0), HardDisk: 256GB(0), Monitor: 17(0)])
85,3,0.4696132596685083,RandomParty@50,(Offer  bid:Bid[Brand: Apple(0), HardDisk: 1TB(0), Monitor: 15(0)])
85,4,0.4696132596685083,RandomParty2@51,(Offer  bid:Bid[Brand: Apple(0), HardDisk: 512GB(0), Monitor: 15(0)])
86,1,0.47513812154696133,ExampleAgent@48,(Offer  bid:Bid[Brand: Dell(0), HardDisk: 256GB(0), Monitor: 17(0)])
86,2,0.47513812154696133,Atlas@49,(Accept  bid:Bid[Brand: Dell(0), HardDisk: 256GB(0), Monitor: 17(0)])
86,3,0.47513812154696133,RandomParty@50,(Offer  bid:Bid[Brand: HP(0), HardDisk: 1TB(0), Monitor: 13(0)])
86,4,0.47513812154696133,RandomParty2@51,(Offer  bid:Bid[Brand: Apple(0), HardDisk: 256GB(0), Monitor: 17(0)])
87,1,0.48066298342541436,ExampleAgent@48,(Offer  bid:Bid[Brand: Dell(0), HardDisk: 256GB(0), Monitor: 17(0)])
87,2,0.48066298342541436,Atlas@49,(Accept  bid:Bid[Brand: Dell(0), HardDisk: 256GB(0), Monitor: 17(0)])
87,3,0.48066298342541436,RandomParty@50,(Offer  bid:Bid[Brand: Dell(0), HardDisk: 256GB(0), Monitor: 13(0)])
87,4,0.48066298342541436,RandomParty2@51,(Offer  bid:Bid[Brand: Dell(0), HardDisk: 1TB(0), Monitor: 13(0)])
88,1,0.4861878453038674,ExampleAgent@48,(Offer  bid:Bid[Brand: Dell(0), HardDisk: 256GB(0), Monitor: 17(0)])
88,2,0.4861878453038674,Atlas@49,(Accept  bid:Bid[Brand: Dell(0), HardDisk: 256GB(0), Monitor: 17(0)])
88,3,0.4861878453038674,RandomParty@50,(Offer  bid:Bid[Brand: Dell(0), HardDisk: 1TB(0), Monitor: 15(0)])
88,4,0.4861878453038674,RandomParty2@51,(Offer  bid:Bid[Brand: Apple(0), HardDisk: 1TB(0), Monitor: 15(0)])
89,1,0.49171270718232046,ExampleAgent@48,(Offer  bid:Bid[Brand: Dell(0), HardDisk: 256GB(0), Monitor: 17(0)])
89,2,0.49171270718232046,Atlas@49,(Accept  bid:Bid[Brand: Dell(0), HardDisk: 256GB(0), Monitor: 17(0)])
89,3,0.49171270718232046,RandomParty@50,(Offer  bid:Bid[Brand: HP(0), HardDisk: 1TB(0), Monitor: 15(0)])
89,4,0.49171270718232046,RandomParty2@51,(Offer  bid:Bid[Brand: Dell(0), HardDisk: 256GB(0), Monitor: 15(0)])
90,1,0.4972375690607735,ExampleAgent@48,(Offer  bid:Bid[Brand: Dell(0), HardDisk: 256GB(0), Monitor: 17(0)])
90,2,0.4972375690607735,Atlas@49,(Accept  bid:Bid[Brand: Dell(0), HardDisk: 256GB(0), Monitor: 17(0)])
90,3,0.4972375690607735,RandomParty@50,(Offer  bid:Bid[Brand: HP(0), HardDisk: 512GB(0), Monitor: 15(0)])
90,4,0.4972375690607735,RandomParty2@51,(Offer  bid:Bid[Brand: HP(0), HardDisk: 256GB(0), Monitor: 17(0)])
91,1,0.5027624309392266,ExampleAgent@48,(Offer  bid:Bid[Brand: HP(0), HardDisk: 1TB(0), Monitor: 15(0)])
91,2,0.5027624309392266,Atlas@49,(Accept  bid:Bid[Brand: HP(0), HardDisk: 1TB(0), Monitor: 15(0)])
91,3,0.5027624309392266,RandomParty@50,(Offer  bid:Bid[Brand: Dell(0), HardDisk: 256GB(0), Monitor: 13(0)])
91,4,0.5027624309392266,RandomParty2@51,(Offer  bid:Bid[Brand: Dell(0), HardDisk: 1TB(0), Monitor: 15(0)])
92,1,0.5082872928176796,ExampleAgent@48,(Offer  bid:Bid[Brand: Dell(0), HardDisk: 1TB(0), Monitor: 13(0)])
92,2,0.5082872928176796,Atlas@49,(Accept  bid:Bid[Brand: Dell(0), HardDisk: 1TB(0), Monitor: 13(0)])
92,3,0.5082872928176796,RandomParty@50,(Offer  bid:Bid[Brand: HP(0), HardDisk: 512GB(0), Monitor: 17(0)])
92,4,0.5082872928176796,RandomParty2@51,(Offer  bid:Bid[Brand: Dell(0), HardDisk: 1TB(0), Monitor: 13(0)])
93,1,0.5138121546961326,ExampleAgent@48,(Offer  bid:Bid[Brand: HP(0), HardDisk: 256GB(0), Monitor: 13(0)])
93,2,0.5138121546961326,Atlas@49,(Accept  bid:Bid[Brand: HP(0), HardDisk: 256GB(0), Monitor: 13(0)])
93,3,0.5138121546961326,RandomParty@50,(Offer  bid:Bid[Brand: HP(0), HardDisk: 512GB(0), Monitor: 13(0)])
93,4,0.5138121546961326,RandomParty2@51,(Offer  bid:Bid[Brand: HP(0), HardDisk: 512GB(0), Monitor: 13(0)])
94,1,0.5193370165745856,ExampleAgent@48,(Offer  bid:Bid[Brand: Apple(0), HardDisk: 1TB(0), Monitor: 13(0)])
94,2,0.5193370165745856,Atlas@49,(Accept  bid:Bid[Brand: Apple(0), HardDisk: 1TB(0), Monitor: 13(0)])
94,3,0.5193370165745856,RandomParty@50,(Offer  bid:Bid[Brand: Dell(0), HardDisk: 256GB(0), Monitor: 13(0)])
94,4,0.5193370165745856,RandomParty2@51,(Offer  bid:Bid[Brand: HP(0), HardDisk: 1TB(0), Monitor: 15(0)])
95,1,0.5248618784530387,ExampleAgent@48,(Accept  bid:Bid[Brand: HP(0), HardDisk: 1TB(0), Monitor: 15(0)])
